alpha,beta0,cut,Episode,beta,Average over RMS of Value Estimates
0.1,1,0.500000000000000,68,6.77626357803440e-21,0.0593577402980219
0.1,1,0.500000000000000,69,3.38813178901720e-21,0.05863226939250545
0.1,1,0.500000000000000,70,1.69406589450860e-21,0.05788720263583306
0.1,1,0.500000000000000,71,8.47032947254300e-22,0.05786852239918749
0.1,1,0.500000000000000,72,4.23516473627150e-22,0.05777444118992424
0.1,1,0.500000000000000,73,2.11758236813575e-22,0.05776346416601136
0.1,1,0.500000000000000,74,1.05879118406788e-22,0.057702266442034314
0.1,1,0.500000000000000,75,5.29395592033938e-23,0.05822609535366104
0.1,1,0.500000000000000,76,2.64697796016969e-23,0.057304527559980854
0.1,1,0.500000000000000,77,1.32348898008484e-23,0.05760207164413252
0.1,1,0.500000000000000,78,6.61744490042422e-24,0.0574895774788608
0.1,1,0.500000000000000,79,3.30872245021211e-24,0.05740108319304595
0.1,1,0.500000000000000,80,1.65436122510606e-24,0.05706242041756423
0.1,1,0.500000000000000,81,8.27180612553028e-25,0.056586973142205205
0.1,1,0.500000000000000,82,4.13590306276514e-25,0.056781417680548084
0.1,1,0.500000000000000,83,2.06795153138257e-25,0.0561508005857996
0.1,1,0.500000000000000,84,1.03397576569128e-25,0.056118097285526594
0.1,1,0.500000000000000,85,5.16987882845642e-26,0.05516891075881174
0.1,1,0.500000000000000,86,2.58493941422821e-26,0.05437322359226143
0.1,1,0.500000000000000,87,1.29246970711411e-26,0.05398833304517282
0.1,1,0.500000000000000,88,6.46234853557053e-27,0.05449518185201014
0.1,1,0.500000000000000,89,3.23117426778526e-27,0.05436527084049701
0.1,1,0.500000000000000,90,1.61558713389263e-27,0.05387797050679005
0.1,1,0.500000000000000,91,8.07793566946316e-28,0.0543801425569198
0.1,1,0.500000000000000,92,4.03896783473158e-28,0.05456236074784242
0.1,1,0.500000000000000,93,2.01948391736579e-28,0.054323447832191916
0.1,1,0.500000000000000,94,1.00974195868290e-28,0.05349935332780223
0.1,1,0.500000000000000,95,5.04870979341448e-29,0.05359529991302056
0.1,1,0.500000000000000,96,2.52435489670724e-29,0.05376531588793302
0.1,1,0.500000000000000,97,1.26217744835362e-29,0.054285610025232724
0.1,1,0.500000000000000,98,6.31088724176809e-30,0.05388918299108218
0.1,1,0.500000000000000,99,3.15544362088405e-30,0.05373231824677666
0.1,1,0.500000000000000,100,1.57772181044202e-30,0.053597754472740664
0.1,1,0.500000000000000,101,7.88860905221012e-31,0.05398224572287817
0.1,1,0.500000000000000,102,3.94430452610506e-31,0.05409574489285643
0.1,1,0.500000000000000,103,1.97215226305253e-31,0.053631880094558035
0.1,1,0.500000000000000,104,9.86076131526265e-32,0.05319037649356804
0.1,1,0.500000000000000,105,4.93038065763132e-32,0.052480267201436635
0.1,1,0.500000000000000,106,2.46519032881566e-32,0.05206570669293952
0.1,1,0.500000000000000,107,1.23259516440783e-32,0.052232992907013526
0.1,1,0.500000000000000,108,6.16297582203916e-33,0.0528593082836152
0.1,1,0.500000000000000,109,3.08148791101958e-33,0.05274489487623764
0.1,1,0.500000000000000,110,1.54074395550979e-33,0.05234523906246052
0.1,1,0.500000000000000,111,7.70371977754894e-34,0.052305284003329504
0.1,1,0.500000000000000,112,3.85185988877447e-34,0.05212691300112724
0.1,1,0.500000000000000,113,1.92592994438724e-34,0.051569359022561406
0.1,1,0.500000000000000,114,9.62964972193618e-35,0.05172186273087636
0.1,1,0.500000000000000,115,4.81482486096809e-35,0.050964992922073245
0.1,1,0.500000000000000,116,2.40741243048404e-35,0.051711186841497975
0.1,1,0.500000000000000,117,1.20370621524202e-35,0.05207799248697104
0.1,1,0.500000000000000,118,6.01853107621011e-36,0.05211140514106989
0.1,1,0.500000000000000,119,3.00926553810506e-36,0.052030435486381
0.1,1,0.500000000000000,120,1.50463276905253e-36,0.051801023204261665
0.1,1,0.500000000000000,121,7.52316384526264e-37,0.05094501794465352
0.1,1,0.500000000000000,122,3.76158192263132e-37,0.05172861845211295
0.1,1,0.500000000000000,123,1.88079096131566e-37,0.05127525210360902
0.1,1,0.500000000000000,124,9.40395480657830e-38,0.0514627946016717
0.1,1,0.500000000000000,125,4.70197740328915e-38,0.051344315461820916
0.1,1,0.500000000000000,126,2.35098870164458e-38,0.051922090187613075
0.1,1,0.500000000000000,127,1.17549435082229e-38,0.05187637721197123
0.1,1,0.500000000000000,128,5.87747175411144e-39,0.051215669082237424
0.1,1,0.500000000000000,129,2.93873587705572e-39,0.050121347983571506
0.1,1,0.500000000000000,130,1.46936793852786e-39,0.049914270315787546
0.1,1,0.500000000000000,131,7.34683969263930e-40,0.04991179247118689
0.1,1,0.500000000000000,132,3.67341984631965e-40,0.050267620859587456
0.1,1,0.500000000000000,133,1.83670992315982e-40,0.05022878441601299
0.1,1,0.500000000000000,134,9.18354961579912e-41,0.05005713091093429
0.1,1,0.500000000000000,135,4.59177480789956e-41,0.04943340270227718
0.1,1,0.500000000000000,136,2.29588740394978e-41,0.0492425160739808
0.1,1,0.500000000000000,137,1.14794370197489e-41,0.04840310281849788
0.1,1,0.500000000000000,138,5.73971850987445e-42,0.04847647694048582
0.1,1,0.500000000000000,139,2.86985925493723e-42,0.04829190877469816
0.1,1,0.500000000000000,140,1.43492962746861e-42,0.04837663139046116
0.1,1,0.500000000000000,141,7.17464813734306e-43,0.04834798808617742
0.1,1,0.500000000000000,142,3.58732406867153e-43,0.048246107281669115
0.1,1,0.500000000000000,143,1.79366203433577e-43,0.04841586602785041
0.1,1,0.500000000000000,144,8.96831017167883e-44,0.04806229044040831
0.1,1,0.500000000000000,145,4.48415508583941e-44,0.04853851570094823
0.1,1,0.500000000000000,146,2.24207754291971e-44,0.047974167209369305
0.1,1,0.500000000000000,147,1.12103877145985e-44,0.04772333043956462
0.1,1,0.500000000000000,148,5.60519385729927e-45,0.04722562193992344
0.1,1,0.500000000000000,149,2.80259692864963e-45,0.04763522491492417
0.1,1,0.500000000000000,150,1.40129846432482e-45,0.04771775048427891
0.1,1,0.900000000000000,1,1,0.783216410202844
0.1,1,0.900000000000000,2,0.900000000000000,0.5913100161224704
0.1,1,0.900000000000000,3,0.810000000000000,0.4911350118023579
0.1,1,0.900000000000000,4,0.729000000000000,0.4658733185624965
0.1,1,0.900000000000000,5,0.656100000000000,0.46988123065693954
0.1,1,0.900000000000000,6,0.590490000000000,0.4885898443624188
0.1,1,0.900000000000000,7,0.531441000000000,0.5233352929071262
0.1,1,0.900000000000000,8,0.478296900000000,0.5594469728041824
0.1,1,0.900000000000000,9,0.430467210000000,0.5955547779257625
0.1,1,0.900000000000000,10,0.387420489000000,0.6309149830303468
0.1,1,0.900000000000000,11,0.348678440100000,0.6603262048446592
0.1,1,0.900000000000000,12,0.313810596090000,0.6863441861171157
0.1,1,0.900000000000000,13,0.282429536481000,0.7051987277626569
0.1,1,0.900000000000000,14,0.254186582832900,0.7225989934647075
0.1,1,0.900000000000000,15,0.228767924549610,0.7308604185545075
0.1,1,0.900000000000000,16,0.205891132094649,0.7434106827831399
0.1,1,0.900000000000000,17,0.185302018885184,0.7539582023908501
0.1,1,0.900000000000000,18,0.166771816996666,0.7637599176915805
0.1,1,0.900000000000000,19,0.150094635296999,0.7688327159273317
0.1,1,0.900000000000000,20,0.135085171767299,0.7729818312753703
0.1,1,0.900000000000000,21,0.121576654590569,0.7756022576479178
0.1,1,0.900000000000000,22,0.109418989131512,0.7721869421056663
0.1,1,0.900000000000000,23,0.0984770902183612,0.7702727352730473
0.1,1,0.900000000000000,24,0.0886293811965251,0.7668560405697739
0.1,1,0.900000000000000,25,0.0797664430768726,0.7655183811279893
0.1,1,0.900000000000000,26,0.0717897987691853,0.7625710573788318
0.1,1,0.900000000000000,27,0.0646108188922668,0.7570750339502765
0.1,1,0.900000000000000,28,0.0581497370030401,0.7504883176474657
0.1,1,0.900000000000000,29,0.0523347633027361,0.743156568842939
0.1,1,0.900000000000000,30,0.0471012869724625,0.7357867536288221
0.1,1,0.900000000000000,31,0.0423911582752162,0.7284175799357997
0.1,1,0.900000000000000,32,0.0381520424476946,0.7193656486512778
0.1,1,0.900000000000000,33,0.0343368382029252,0.7089106666640116
0.1,1,0.900000000000000,34,0.0309031543826326,0.6992762744184631
0.1,1,0.900000000000000,35,0.0278128389443694,0.6901548722792629
0.1,1,0.900000000000000,36,0.0250315550499324,0.68082520356429
0.1,1,0.900000000000000,37,0.0225283995449392,0.6712074597555844
0.1,1,0.900000000000000,38,0.0202755595904453,0.6619412266757585
0.1,1,0.900000000000000,39,0.0182480036314008,0.652952611987929
0.1,1,0.900000000000000,40,0.0164232032682607,0.6436042917255115
0.1,1,0.900000000000000,41,0.0147808829414346,0.6345004814709838
0.1,1,0.900000000000000,42,0.0133027946472911,0.6255867491707395
0.1,1,0.900000000000000,43,0.0119725151825620,0.6158090228795774
0.1,1,0.900000000000000,44,0.0107752636643058,0.6056942906638333
0.1,1,0.900000000000000,45,0.00969773729787525,0.5967918592424093
0.1,1,0.900000000000000,46,0.00872796356808772,0.5883702985103144
0.1,1,0.900000000000000,47,0.00785516721127895,0.5793007221844938
0.1,1,0.900000000000000,48,0.00706965049015106,0.5703553540012032
0.1,1,0.900000000000000,49,0.00636268544113595,0.5622575827871404
0.1,1,0.900000000000000,50,0.00572641689702236,0.554699512497826
0.1,1,0.900000000000000,51,0.00515377520732012,0.545719918277724
0.1,1,0.900000000000000,52,0.00463839768658811,0.5385101433772619
0.1,1,0.900000000000000,53,0.00417455791792930,0.5293821952680904
0.1,1,0.900000000000000,54,0.00375710212613637,0.5221525264763641
0.1,1,0.900000000000000,55,0.00338139191352273,0.5141701254373264
0.1,1,0.900000000000000,56,0.00304325272217046,0.5052214333350517
0.1,1,0.900000000000000,57,0.00273892744995341,0.497379254456985
0.1,1,0.900000000000000,58,0.00246503470495807,0.48913884060554613
0.1,1,0.900000000000000,59,0.00221853123446226,0.48073316243423264
0.1,1,0.900000000000000,60,0.00199667811101604,0.4727290034631116
0.1,1,0.900000000000000,61,0.00179701029991443,0.4663635347416921
0.1,1,0.900000000000000,62,0.00161730926992299,0.4599421179742389
0.1,1,0.900000000000000,63,0.00145557834293069,0.45212756171750895
0.1,1,0.900000000000000,64,0.00131002050863762,0.4442107919564915
0.1,1,0.900000000000000,65,0.00117901845777386,0.43749153995370504
0.1,1,0.900000000000000,66,0.00106111661199647,0.430499754065117
0.1,1,0.900000000000000,67,0.000955004950796827,0.42397004069348365
0.1,1,0.900000000000000,68,0.000859504455717144,0.41638164204647105
0.1,1,0.900000000000000,69,0.000773554010145430,0.4097188182457108
0.1,1,0.900000000000000,70,0.000696198609130887,0.40409720450483205
0.1,1,0.900000000000000,71,0.000626578748217798,0.39812555068240263
0.1,1,0.900000000000000,72,0.000563920873396018,0.3917962835221829
0.1,1,0.900000000000000,73,0.000507528786056417,0.38690482024343353
0.1,1,0.900000000000000,74,0.000456775907450775,0.3808466585131827
0.1,1,0.900000000000000,75,0.000411098316705697,0.3738175018742252
0.1,1,0.900000000000000,76,0.000369988485035128,0.36892534052206843
0.1,1,0.900000000000000,77,0.000332989636531615,0.3624027017091209
0.1,1,0.900000000000000,78,0.000299690672878453,0.3558202924997847
0.1,1,0.900000000000000,79,0.000269721605590608,0.3506765026104511
0.1,1,0.900000000000000,80,0.000242749445031547,0.344643460369006
0.1,1,0.900000000000000,81,0.000218474500528393,0.3395652730129971
0.1,1,0.900000000000000,82,0.000196627050475553,0.33329447872434564
0.1,1,0.900000000000000,83,0.000176964345427998,0.32709638856102285
0.1,1,0.900000000000000,84,0.000159267910885198,0.32078277126576876
0.1,1,0.900000000000000,85,0.000143341119796678,0.31473835325213284
0.1,1,0.900000000000000,86,0.000129007007817011,0.31082583099684175
0.1,1,0.900000000000000,87,0.000116106307035309,0.30629883891420173
0.1,1,0.900000000000000,88,0.000104495676331779,0.3022780472300862
0.1,1,0.900000000000000,89,9.40461086986007e-05,0.2991347638564821
0.1,1,0.900000000000000,90,8.46414978287406e-05,0.29536007224409255
0.1,1,0.900000000000000,91,7.61773480458666e-05,0.291020789462883
0.1,1,0.900000000000000,92,6.85596132412799e-05,0.2869384306948476
0.1,1,0.900000000000000,93,6.17036519171519e-05,0.2821733996370072
0.1,1,0.900000000000000,94,5.55332867254367e-05,0.2774169899698357
0.1,1,0.900000000000000,95,4.99799580528931e-05,0.2737533203997102
0.1,1,0.900000000000000,96,4.49819622476038e-05,0.26977121881416943
0.1,1,0.900000000000000,97,4.04837660228434e-05,0.26688488741280914
0.1,1,0.900000000000000,98,3.64353894205590e-05,0.26225782849136947
0.1,1,0.900000000000000,99,3.27918504785031e-05,0.2578673690901458
0.1,1,0.900000000000000,100,2.95126654306528e-05,0.2540481428802478
0.1,1,0.900000000000000,101,2.65613988875875e-05,0.251126665559828
0.1,1,0.900000000000000,102,2.39052589988288e-05,0.24794703208758795
0.1,1,0.900000000000000,103,2.15147330989459e-05,0.24480355615868585
0.1,1,0.900000000000000,104,1.93632597890513e-05,0.23993034005634556
0.1,1,0.900000000000000,105,1.74269338101462e-05,0.23567127090107534
0.1,1,0.900000000000000,106,1.56842404291316e-05,0.23233597718779694
0.1,1,0.900000000000000,107,1.41158163862184e-05,0.22911480412619387
0.1,1,0.900000000000000,108,1.27042347475966e-05,0.22477402587118633
0.1,1,0.900000000000000,109,1.14338112728369e-05,0.22052164643418182
0.1,1,0.900000000000000,110,1.02904301455532e-05,0.21630759171429395
0.1,1,0.900000000000000,111,9.26138713099790e-06,0.21279597246391457
0.1,1,0.900000000000000,112,8.33524841789811e-06,0.21040274565184913
0.1,1,0.900000000000000,113,7.50172357610830e-06,0.20668679093463777
0.1,1,0.900000000000000,114,6.75155121849747e-06,0.2036424253186456
0.1,1,0.900000000000000,115,6.07639609664772e-06,0.20095545642979384
0.1,1,0.900000000000000,116,5.46875648698295e-06,0.19793160877321825
0.1,1,0.900000000000000,117,4.92188083828466e-06,0.19493998143702104
0.1,1,0.900000000000000,118,4.42969275445619e-06,0.19251504586798782
0.1,1,0.900000000000000,119,3.98672347901057e-06,0.18891703506982999
0.1,1,0.900000000000000,120,3.58805113110952e-06,0.18570015001518964
0.1,1,0.900000000000000,121,3.22924601799856e-06,0.18220805332719878
0.1,1,0.900000000000000,122,2.90632141619871e-06,0.1797792368770504
0.1,1,0.900000000000000,123,2.61568927457884e-06,0.17568752877188212
0.1,1,0.900000000000000,124,2.35412034712095e-06,0.17219969554670111
0.1,1,0.900000000000000,125,2.11870831240886e-06,0.16886706888916894
0.1,1,0.900000000000000,126,1.90683748116797e-06,0.16629888550694716
0.1,1,0.900000000000000,127,1.71615373305118e-06,0.16384257845275843
0.1,1,0.900000000000000,128,1.54453835974606e-06,0.16094860158901234
0.1,1,0.900000000000000,129,1.39008452377145e-06,0.15934477012260126
0.1,1,0.900000000000000,130,1.25107607139431e-06,0.1564738993218233
0.1,1,0.900000000000000,131,1.12596846425488e-06,0.15395102758896897
0.1,1,0.900000000000000,132,1.01337161782939e-06,0.15254291043564125
0.1,1,0.900000000000000,133,9.12034456046450e-07,0.151156304006721
0.1,1,0.900000000000000,134,8.20831010441805e-07,0.1482655539415167
0.1,1,0.900000000000000,135,7.38747909397624e-07,0.1465376919071946
0.1,1,0.900000000000000,136,6.64873118457862e-07,0.14408344630424652
0.1,1,0.900000000000000,137,5.98385806612076e-07,0.14169145959159005
0.1,1,0.900000000000000,138,5.38547225950868e-07,0.1388647110773507
0.1,1,0.900000000000000,139,4.84692503355781e-07,0.1361525850367136
0.1,1,0.900000000000000,140,4.36223253020203e-07,0.13335977943823218
0.1,1,0.900000000000000,141,3.92600927718183e-07,0.13134122494918768
0.1,1,0.900000000000000,142,3.53340834946365e-07,0.12862823855783614
0.1,1,0.900000000000000,143,3.18006751451728e-07,0.12597227533366587
0.1,1,0.900000000000000,144,2.86206076306555e-07,0.12467466553400847
0.1,1,0.900000000000000,145,2.57585468675900e-07,0.12329713144319364
0.1,1,0.900000000000000,146,2.31826921808310e-07,0.12161937416398136
0.1,1,0.900000000000000,147,2.08644229627479e-07,0.11988402210386784
0.1,1,0.900000000000000,148,1.87779806664731e-07,0.11852580087621599
0.1,1,0.900000000000000,149,1.69001825998258e-07,0.11717674449775518
0.1,1,0.900000000000000,150,1.52101643398432e-07,0.11547774648961384
